id,host_id,host_name,availability_365,price,latitude,longitude,number_of_reviews,review_scores_rating,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,accommodates,bathrooms,bedrooms,beds,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,calculated_host_listings_count
805786527158172955,452763106,Andrew & Lisa,89,266.0,22.22237,-159.47987,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,50
805792245120294109,452763106,Andrew & Lisa,89,301.0,22.223797886660325,-159.4798493889579,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,50
805797091057557606,452763106,Andrew & Lisa,89,301.0,22.22414103466568,-159.48115042870447,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,50
804942246467506976,66506549,Ryan,364,480.0,22.22298517287131,-159.48276738365075,0,0.0,180,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Private room,12
805803016846380477,496403990,Karen,364,725.0,22.222965471520823,-159.48128425834534,0,0.0,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,1
804955021494361452,66506549,Ryan,364,400.0,22.218689998205903,-159.47243696205203,0,0.0,180,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Private room,12
804986831249149845,371942068,Joy,0,499.0,22.222191384933005,-159.47677758626278,0,0.0,180,365,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0.0,3.0,4.0,North Shore Kauai,Kauai,Private room,87
804992021787252395,371942068,Joy,89,359.0,22.22088730233721,-159.47658614412325,0,0.0,180,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Private room,87
805003095708752096,457152913,Todd,6,351.0,22.009913541362383,-159.3377686762557,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,1.0,Lihue,Kauai,Entire home/apt,71
805816275348582883,452763106,Andrew & Lisa,78,188.0,22.219914992669903,-159.4716499466464,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,1.0,North Shore Kauai,Kauai,Entire home/apt,50
805013720677764018,457152913,Todd,2,263.0,22.00985291562932,-159.33981049605896,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,Lihue,Kauai,Entire home/apt,71
805035087785780299,457152913,Todd,81,249.0,22.22236120257301,-159.47822365499346,1,5.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,6,0.0,2.0,2.0,North Shore Kauai,Kauai,Entire home/apt,71
